Timestamp,Campus Energy Centre Campus HW Main Meter Flow
2021-03-08T06:46:08-08:00 Los_Angeles,185L/s
2021-03-08T06:48:51-08:00 Los_Angeles,175L/s
2021-03-08T06:49:51-08:00 Los_Angeles,185L/s
2021-03-08T06:50:00-08:00 Los_Angeles,185L/s
2021-03-08T06:51:22-08:00 Los_Angeles,180L/s
2021-03-08T06:52:23-08:00 Los_Angeles,190L/s
2021-03-08T06:53:23-08:00 Los_Angeles,180L/s
2021-03-08T06:54:24-08:00 Los_Angeles,185L/s
2021-03-08T06:55:54-08:00 Los_Angeles,180L/s
2021-03-08T06:56:54-08:00 Los_Angeles,185L/s
2021-03-08T06:58:06-08:00 Los_Angeles,180L/s
2021-03-08T06:59:36-08:00 Los_Angeles,186.11111450195312L/s
2021-03-08T07:00:00-08:00 Los_Angeles,185L/s
2021-03-08T07:01:07-08:00 Los_Angeles,180L/s
2021-03-08T07:02:08-08:00 Los_Angeles,185L/s
2021-03-08T07:03:08-08:00 Los_Angeles,190L/s
2021-03-08T07:04:08-08:00 Los_Angeles,185L/s
2021-03-08T07:05:08-08:00 Los_Angeles,190L/s
2021-03-08T07:06:29-08:00 Los_Angeles,185L/s
2021-03-08T07:07:29-08:00 Los_Angeles,190L/s
2021-03-08T07:08:29-08:00 Los_Angeles,195L/s
2021-03-08T07:09:29-08:00 Los_Angeles,190L/s
2021-03-08T07:10:00-08:00 Los_Angeles,195L/s
2021-03-08T07:11:01-08:00 Los_Angeles,200L/s
2021-03-08T07:12:22-08:00 Los_Angeles,205L/s
2021-03-08T07:13:22-08:00 Los_Angeles,200L/s
2021-03-08T07:14:22-08:00 Los_Angeles,205L/s
2021-03-08T07:15:44-08:00 Los_Angeles,200L/s
2021-03-08T07:16:44-08:00 Los_Angeles,205L/s
2021-03-08T07:17:44-08:00 Los_Angeles,195L/s
2021-03-08T07:18:44-08:00 Los_Angeles,203.88888549804688L/s
2021-03-08T07:19:44-08:00 Los_Angeles,195L/s
2021-03-08T07:20:00-08:00 Los_Angeles,195.27777099609375L/s
2021-03-08T07:21:00-08:00 Los_Angeles,200L/s
2021-03-08T07:22:00-08:00 Los_Angeles,195L/s
2021-03-08T07:23:00-08:00 Los_Angeles,200L/s
2021-03-08T07:24:18-08:00 Los_Angeles,205L/s
2021-03-08T07:26:35-08:00 Los_Angeles,200L/s
2021-03-08T07:27:35-08:00 Los_Angeles,205L/s
2021-03-08T07:28:36-08:00 Los_Angeles,200L/s
2021-03-08T07:29:36-08:00 Los_Angeles,205L/s
2021-03-08T07:30:00-08:00 Los_Angeles,195L/s
2021-03-08T07:31:00-08:00 Los_Angeles,205L/s
2021-03-08T07:32:00-08:00 Los_Angeles,210L/s
2021-03-08T07:33:00-08:00 Los_Angeles,205L/s
2021-03-08T07:34:00-08:00 Los_Angeles,210L/s
2021-03-08T07:35:00-08:00 Los_Angeles,205L/s
2021-03-08T07:36:00-08:00 Los_Angeles,210L/s
2021-03-08T07:37:00-08:00 Los_Angeles,205L/s
2021-03-08T07:38:41-08:00 Los_Angeles,195L/s
2021-03-08T07:39:41-08:00 Los_Angeles,200L/s
2021-03-08T07:40:00-08:00 Los_Angeles,200L/s
2021-03-08T07:41:00-08:00 Los_Angeles,195L/s
2021-03-08T07:42:00-08:00 Los_Angeles,200L/s
2021-03-08T07:44:09-08:00 Los_Angeles,205L/s
2021-03-08T07:45:09-08:00 Los_Angeles,200L/s
2021-03-08T07:46:49-08:00 Los_Angeles,205L/s
2021-03-08T07:47:49-08:00 Los_Angeles,200L/s
2021-03-08T07:48:50-08:00 Los_Angeles,195L/s
2021-03-08T07:49:50-08:00 Los_Angeles,200L/s
2021-03-08T07:50:00-08:00 Los_Angeles,200L/s
2021-03-08T07:51:00-08:00 Los_Angeles,205L/s
2021-03-08T07:52:00-08:00 Los_Angeles,200L/s
2021-03-08T07:53:00-08:00 Los_Angeles,205L/s
2021-03-08T07:54:00-08:00 Los_Angeles,200L/s
2021-03-08T07:55:03-08:00 Los_Angeles,205L/s
2021-03-08T07:56:14-08:00 Los_Angeles,200L/s
2021-03-08T07:57:24-08:00 Los_Angeles,205L/s
2021-03-08T07:58:24-08:00 Los_Angeles,200L/s
2021-03-08T07:59:24-08:00 Los_Angeles,205L/s
2021-03-08T08:00:00-08:00 Los_Angeles,210L/s
2021-03-08T08:01:00-08:00 Los_Angeles,201.11111450195312L/s
2021-03-08T08:02:00-08:00 Los_Angeles,205L/s
2021-03-08T08:03:00-08:00 Los_Angeles,200L/s
2021-03-08T08:04:00-08:00 Los_Angeles,205L/s
2021-03-08T08:05:09-08:00 Los_Angeles,200L/s
2021-03-08T08:06:09-08:00 Los_Angeles,205L/s
2021-03-08T08:07:09-08:00 Los_Angeles,200L/s
2021-03-08T08:08:09-08:00 Los_Angeles,195L/s
2021-03-08T08:09:09-08:00 Los_Angeles,200L/s
2021-03-08T08:10:00-08:00 Los_Angeles,200L/s
2021-03-08T08:11:12-08:00 Los_Angeles,195L/s
2021-03-08T08:12:12-08:00 Los_Angeles,200L/s
2021-03-08T08:13:12-08:00 Los_Angeles,195L/s
2021-03-08T08:14:12-08:00 Los_Angeles,200L/s
2021-03-08T08:15:14-08:00 Los_Angeles,195L/s
2021-03-08T08:16:14-08:00 Los_Angeles,200L/s
2021-03-08T08:17:16-08:00 Los_Angeles,195L/s
2021-03-08T08:18:16-08:00 Los_Angeles,205L/s
2021-03-08T08:19:16-08:00 Los_Angeles,195L/s
2021-03-08T08:20:00-08:00 Los_Angeles,194.72222900390625L/s
2021-03-08T08:21:08-08:00 Los_Angeles,190L/s
2021-03-08T08:22:08-08:00 Los_Angeles,195L/s
2021-03-08T08:23:08-08:00 Los_Angeles,190L/s
2021-03-08T08:24:09-08:00 Los_Angeles,185L/s
2021-03-08T08:25:20-08:00 Los_Angeles,190L/s
2021-03-08T08:26:20-08:00 Los_Angeles,185L/s
2021-03-08T08:27:20-08:00 Los_Angeles,190L/s
2021-03-08T08:28:21-08:00 Los_Angeles,185L/s
2021-03-08T08:29:21-08:00 Los_Angeles,190L/s
2021-03-08T08:30:00-08:00 Los_Angeles,190L/s
2021-03-08T08:31:00-08:00 Los_Angeles,185L/s
2021-03-08T08:32:00-08:00 Los_Angeles,190L/s
2021-03-08T08:33:00-08:00 Los_Angeles,180L/s
2021-03-08T08:34:00-08:00 Los_Angeles,185L/s
2021-03-08T08:35:25-08:00 Los_Angeles,190L/s
2021-03-08T08:36:25-08:00 Los_Angeles,180L/s
2021-03-08T08:37:25-08:00 Los_Angeles,185L/s
2021-03-08T08:38:27-08:00 Los_Angeles,180L/s
2021-03-08T08:39:27-08:00 Los_Angeles,174.44444274902344L/s
2021-03-08T08:40:00-08:00 Los_Angeles,175L/s
2021-03-08T08:41:00-08:00 Los_Angeles,180L/s
2021-03-08T08:42:00-08:00 Los_Angeles,175L/s
2021-03-08T08:43:09-08:00 Los_Angeles,180L/s
2021-03-08T08:44:40-08:00 Los_Angeles,175L/s
2021-03-08T08:46:00-08:00 Los_Angeles,180L/s
2021-03-08T08:47:01-08:00 Los_Angeles,185L/s
2021-03-08T08:48:22-08:00 Los_Angeles,190L/s
2021-03-08T08:49:42-08:00 Los_Angeles,185L/s
2021-03-08T08:50:00-08:00 Los_Angeles,190L/s
2021-03-08T08:51:13-08:00 Los_Angeles,185L/s
2021-03-08T08:52:13-08:00 Los_Angeles,180L/s
2021-03-08T08:53:13-08:00 Los_Angeles,185L/s
2021-03-08T08:54:55-08:00 Los_Angeles,190L/s
2021-03-08T08:55:55-08:00 Los_Angeles,180L/s
2021-03-08T08:56:55-08:00 Los_Angeles,185L/s
2021-03-08T08:58:26-08:00 Los_Angeles,190L/s
2021-03-08T08:59:26-08:00 Los_Angeles,185L/s
2021-03-08T09:00:00-08:00 Los_Angeles,180L/s
2021-03-08T09:01:00-08:00 Los_Angeles,185L/s
2021-03-08T09:02:18-08:00 Los_Angeles,180L/s
2021-03-08T09:03:59-08:00 Los_Angeles,185L/s
2021-03-08T09:04:59-08:00 Los_Angeles,180L/s
2021-03-08T09:06:50-08:00 Los_Angeles,175L/s
2021-03-08T09:07:51-08:00 Los_Angeles,180L/s
2021-03-08T09:09:01-08:00 Los_Angeles,175L/s
2021-03-08T09:10:00-08:00 Los_Angeles,175L/s
2021-03-08T09:11:00-08:00 Los_Angeles,180L/s
2021-03-08T09:12:23-08:00 Los_Angeles,175L/s
2021-03-08T09:13:23-08:00 Los_Angeles,180L/s
2021-03-08T09:14:24-08:00 Los_Angeles,185L/s
2021-03-08T09:15:24-08:00 Los_Angeles,180L/s
2021-03-08T09:17:16-08:00 Los_Angeles,175L/s
2021-03-08T09:18:16-08:00 Los_Angeles,180L/s
2021-03-08T09:19:16-08:00 Los_Angeles,185L/s
2021-03-08T09:20:00-08:00 Los_Angeles,175L/s
2021-03-08T09:21:00-08:00 Los_Angeles,180L/s
2021-03-08T09:22:02-08:00 Los_Angeles,175L/s
2021-03-08T09:23:02-08:00 Los_Angeles,185L/s
2021-03-08T09:24:02-08:00 Los_Angeles,180L/s
2021-03-08T09:25:09-08:00 Los_Angeles,175L/s
2021-03-08T09:26:16-08:00 Los_Angeles,180L/s
2021-03-08T09:27:22-08:00 Los_Angeles,170L/s
2021-03-08T09:28:22-08:00 Los_Angeles,180L/s
2021-03-08T09:29:22-08:00 Los_Angeles,175L/s
2021-03-08T09:30:00-08:00 Los_Angeles,175L/s
2021-03-08T09:31:22-08:00 Los_Angeles,180L/s
2021-03-08T09:32:22-08:00 Los_Angeles,175L/s
2021-03-08T09:33:23-08:00 Los_Angeles,180L/s
2021-03-08T09:34:23-08:00 Los_Angeles,175L/s
2021-03-08T09:35:34-08:00 Los_Angeles,170L/s
2021-03-08T09:36:34-08:00 Los_Angeles,175L/s
2021-03-08T09:37:45-08:00 Los_Angeles,170L/s
2021-03-08T09:38:45-08:00 Los_Angeles,175L/s
2021-03-08T09:40:00-08:00 Los_Angeles,175L/s
2021-03-08T09:41:00-08:00 Los_Angeles,169.1666717529297L/s
2021-03-08T09:42:27-08:00 Los_Angeles,175L/s
2021-03-08T09:43:27-08:00 Los_Angeles,171.11111450195312L/s
2021-03-08T09:44:27-08:00 Los_Angeles,175L/s
2021-03-08T09:45:27-08:00 Los_Angeles,180L/s
2021-03-08T09:46:27-08:00 Los_Angeles,170L/s
2021-03-08T09:48:08-08:00 Los_Angeles,175L/s
2021-03-08T09:49:08-08:00 Los_Angeles,170L/s
2021-03-08T09:50:00-08:00 Los_Angeles,170L/s
2021-03-08T09:51:10-08:00 Los_Angeles,165L/s
2021-03-08T09:52:10-08:00 Los_Angeles,170L/s
2021-03-08T09:53:11-08:00 Los_Angeles,175L/s
2021-03-08T09:54:11-08:00 Los_Angeles,180L/s
2021-03-08T09:55:11-08:00 Los_Angeles,175L/s
2021-03-08T09:56:23-08:00 Los_Angeles,170L/s
2021-03-08T09:57:23-08:00 Los_Angeles,165L/s
2021-03-08T09:58:44-08:00 Los_Angeles,160L/s
2021-03-08T09:59:44-08:00 Los_Angeles,165L/s
2021-03-08T10:00:00-08:00 Los_Angeles,165L/s
2021-03-08T10:01:05-08:00 Los_Angeles,160L/s
2021-03-08T10:02:06-08:00 Los_Angeles,165L/s
2021-03-08T10:03:06-08:00 Los_Angeles,160L/s
2021-03-08T10:04:06-08:00 Los_Angeles,155L/s
2021-03-08T10:05:08-08:00 Los_Angeles,160L/s
2021-03-08T10:06:08-08:00 Los_Angeles,155L/s
2021-03-08T10:07:09-08:00 Los_Angeles,150L/s
2021-03-08T10:08:09-08:00 Los_Angeles,155L/s
2021-03-08T10:09:30-08:00 Los_Angeles,160L/s
2021-03-08T10:10:00-08:00 Los_Angeles,160L/s
2021-03-08T10:11:01-08:00 Los_Angeles,155L/s
2021-03-08T10:12:01-08:00 Los_Angeles,165L/s
2021-03-08T10:13:01-08:00 Los_Angeles,155L/s
2021-03-08T10:14:01-08:00 Los_Angeles,160L/s
2021-03-08T10:15:03-08:00 Los_Angeles,155L/s
2021-03-08T10:16:03-08:00 Los_Angeles,160L/s
2021-03-08T10:17:03-08:00 Los_Angeles,155L/s
2021-03-08T10:18:03-08:00 Los_Angeles,160L/s
2021-03-08T10:19:03-08:00 Los_Angeles,165L/s
2021-03-08T10:20:00-08:00 Los_Angeles,165L/s
2021-03-08T10:21:00-08:00 Los_Angeles,160L/s
2021-03-08T10:22:17-08:00 Los_Angeles,165L/s
2021-03-08T10:23:17-08:00 Los_Angeles,160L/s
2021-03-08T10:24:17-08:00 Los_Angeles,161.11111450195312L/s
2021-03-08T10:25:17-08:00 Los_Angeles,165L/s
2021-03-08T10:26:19-08:00 Los_Angeles,170L/s
2021-03-08T10:27:19-08:00 Los_Angeles,165L/s
2021-03-08T10:28:40-08:00 Los_Angeles,160L/s
2021-03-08T10:29:40-08:00 Los_Angeles,165L/s
2021-03-08T10:30:00-08:00 Los_Angeles,165L/s
2021-03-08T10:31:31-08:00 Los_Angeles,160L/s
2021-03-08T10:32:31-08:00 Los_Angeles,170L/s
2021-03-08T10:33:32-08:00 Los_Angeles,175L/s
2021-03-08T10:34:32-08:00 Los_Angeles,170L/s
2021-03-08T10:35:32-08:00 Los_Angeles,175L/s
2021-03-08T10:36:43-08:00 Los_Angeles,170L/s
2021-03-08T10:37:43-08:00 Los_Angeles,165L/s
2021-03-08T10:38:45-08:00 Los_Angeles,175L/s
2021-03-08T10:39:45-08:00 Los_Angeles,170L/s
2021-03-08T10:40:00-08:00 Los_Angeles,175L/s
2021-03-08T10:41:08-08:00 Los_Angeles,170L/s
2021-03-08T10:42:08-08:00 Los_Angeles,175L/s
2021-03-08T10:43:08-08:00 Los_Angeles,170L/s
2021-03-08T10:44:10-08:00 Los_Angeles,165L/s
2021-03-08T10:45:10-08:00 Los_Angeles,170L/s
2021-03-08T10:46:10-08:00 Los_Angeles,165L/s
2021-03-08T10:47:31-08:00 Los_Angeles,160L/s
2021-03-08T10:48:32-08:00 Los_Angeles,165L/s
2021-03-08T10:49:32-08:00 Los_Angeles,160L/s
2021-03-08T10:50:00-08:00 Los_Angeles,155L/s
2021-03-08T10:51:00-08:00 Los_Angeles,165L/s
2021-03-08T10:52:00-08:00 Los_Angeles,160L/s
2021-03-08T10:53:00-08:00 Los_Angeles,155L/s
2021-03-08T10:54:05-08:00 Los_Angeles,160L/s
2021-03-08T10:55:06-08:00 Los_Angeles,155L/s
2021-03-08T10:56:06-08:00 Los_Angeles,150L/s
2021-03-08T10:57:06-08:00 Los_Angeles,155L/s
2021-03-08T10:58:18-08:00 Los_Angeles,160L/s
2021-03-08T10:59:18-08:00 Los_Angeles,165L/s
2021-03-08T11:00:00-08:00 Los_Angeles,160L/s
2021-03-08T11:01:00-08:00 Los_Angeles,170L/s
2021-03-08T11:02:00-08:00 Los_Angeles,155L/s
2021-03-08T11:03:10-08:00 Los_Angeles,160L/s
2021-03-08T11:04:20-08:00 Los_Angeles,155L/s
2021-03-08T11:05:20-08:00 Los_Angeles,160L/s
2021-03-08T11:06:21-08:00 Los_Angeles,155L/s
2021-03-08T11:07:21-08:00 Los_Angeles,160L/s
2021-03-08T11:08:22-08:00 Los_Angeles,155L/s
2021-03-08T11:09:22-08:00 Los_Angeles,160L/s
2021-03-08T11:10:00-08:00 Los_Angeles,160L/s
2021-03-08T11:11:00-08:00 Los_Angeles,155L/s
2021-03-08T11:12:00-08:00 Los_Angeles,160L/s
2021-03-08T11:13:15-08:00 Los_Angeles,165L/s
2021-03-08T11:14:15-08:00 Los_Angeles,155L/s
2021-03-08T11:15:15-08:00 Los_Angeles,160L/s
2021-03-08T11:16:35-08:00 Los_Angeles,165L/s
2021-03-08T11:17:35-08:00 Los_Angeles,160L/s
2021-03-08T11:18:36-08:00 Los_Angeles,165L/s
2021-03-08T11:19:36-08:00 Los_Angeles,160L/s
2021-03-08T11:20:00-08:00 Los_Angeles,160L/s
2021-03-08T11:21:00-08:00 Los_Angeles,165L/s
2021-03-08T11:22:00-08:00 Los_Angeles,160L/s
2021-03-08T11:23:09-08:00 Los_Angeles,165L/s
2021-03-08T11:24:09-08:00 Los_Angeles,160L/s
2021-03-08T11:25:09-08:00 Los_Angeles,165L/s
2021-03-08T11:26:20-08:00 Los_Angeles,170L/s
2021-03-08T11:27:20-08:00 Los_Angeles,160L/s
2021-03-08T11:28:21-08:00 Los_Angeles,165L/s
2021-03-08T11:29:21-08:00 Los_Angeles,155L/s
2021-03-08T11:30:00-08:00 Los_Angeles,160L/s
2021-03-08T11:31:00-08:00 Los_Angeles,155L/s
2021-03-08T11:32:00-08:00 Los_Angeles,160L/s
2021-03-08T11:33:00-08:00 Los_Angeles,155L/s
2021-03-08T11:34:55-08:00 Los_Angeles,150L/s
2021-03-08T11:35:55-08:00 Los_Angeles,155L/s
2021-03-08T11:37:06-08:00 Los_Angeles,150L/s
2021-03-08T11:38:37-08:00 Los_Angeles,145L/s
2021-03-08T11:39:37-08:00 Los_Angeles,150L/s
2021-03-08T11:40:00-08:00 Los_Angeles,150L/s
2021-03-08T11:41:18-08:00 Los_Angeles,145L/s
2021-03-08T11:42:18-08:00 Los_Angeles,150L/s
2021-03-08T11:43:19-08:00 Los_Angeles,145L/s
2021-03-08T11:44:19-08:00 Los_Angeles,150.8333282470703L/s
2021-03-08T11:45:20-08:00 Los_Angeles,155L/s
2021-03-08T11:46:20-08:00 Los_Angeles,150L/s
2021-03-08T11:47:20-08:00 Los_Angeles,155L/s
2021-03-08T11:48:20-08:00 Los_Angeles,150L/s
2021-03-08T11:49:20-08:00 Los_Angeles,155L/s
2021-03-08T11:50:00-08:00 Los_Angeles,150L/s
2021-03-08T11:51:00-08:00 Los_Angeles,145L/s
2021-03-08T11:52:00-08:00 Los_Angeles,150L/s
2021-03-08T11:53:00-08:00 Los_Angeles,140L/s
2021-03-08T11:54:00-08:00 Los_Angeles,145L/s
2021-03-08T11:55:00-08:00 Los_Angeles,140L/s
2021-03-08T11:56:05-08:00 Los_Angeles,145L/s
2021-03-08T11:57:05-08:00 Los_Angeles,150L/s
2021-03-08T11:58:05-08:00 Los_Angeles,145L/s
2021-03-08T11:59:06-08:00 Los_Angeles,140L/s
2021-03-08T12:00:00-08:00 Los_Angeles,145L/s
2021-03-08T12:01:00-08:00 Los_Angeles,135L/s
2021-03-08T12:02:07-08:00 Los_Angeles,130L/s
2021-03-08T12:03:07-08:00 Los_Angeles,135L/s
2021-03-08T12:04:07-08:00 Los_Angeles,130L/s
2021-03-08T12:05:59-08:00 Los_Angeles,135L/s
2021-03-08T12:07:00-08:00 Los_Angeles,130L/s
2021-03-08T12:08:00-08:00 Los_Angeles,135L/s
2021-03-08T12:09:01-08:00 Los_Angeles,130L/s
2021-03-08T12:10:00-08:00 Los_Angeles,130L/s
2021-03-08T12:11:00-08:00 Los_Angeles,125L/s
2021-03-08T12:12:02-08:00 Los_Angeles,130L/s
2021-03-08T12:13:02-08:00 Los_Angeles,125L/s
2021-03-08T12:14:03-08:00 Los_Angeles,130L/s
2021-03-08T12:15:03-08:00 Los_Angeles,125L/s
2021-03-08T12:16:13-08:00 Los_Angeles,130L/s
2021-03-08T12:17:13-08:00 Los_Angeles,125L/s
2021-03-08T12:18:13-08:00 Los_Angeles,135L/s
2021-03-08T12:19:13-08:00 Los_Angeles,130L/s
2021-03-08T12:20:00-08:00 Los_Angeles,125L/s
2021-03-08T12:21:00-08:00 Los_Angeles,130L/s
2021-03-08T12:22:00-08:00 Los_Angeles,125L/s
2021-03-08T12:23:06-08:00 Los_Angeles,130L/s
2021-03-08T12:24:06-08:00 Los_Angeles,135L/s
2021-03-08T12:25:06-08:00 Los_Angeles,130L/s
2021-03-08T12:26:17-08:00 Los_Angeles,135L/s
2021-03-08T12:27:28-08:00 Los_Angeles,130L/s
2021-03-08T12:28:28-08:00 Los_Angeles,135L/s
2021-03-08T12:29:28-08:00 Los_Angeles,140L/s
2021-03-08T12:30:00-08:00 Los_Angeles,145L/s
2021-03-08T12:31:10-08:00 Los_Angeles,135L/s
2021-03-08T12:32:10-08:00 Los_Angeles,140L/s
2021-03-08T12:33:10-08:00 Los_Angeles,135L/s
2021-03-08T12:35:02-08:00 Los_Angeles,130L/s
2021-03-08T12:36:02-08:00 Los_Angeles,135L/s
2021-03-08T12:37:02-08:00 Los_Angeles,140L/s
2021-03-08T12:38:02-08:00 Los_Angeles,135L/s
2021-03-08T12:39:02-08:00 Los_Angeles,140L/s
2021-03-08T12:40:00-08:00 Los_Angeles,140L/s
2021-03-08T12:41:15-08:00 Los_Angeles,135L/s
2021-03-08T12:42:15-08:00 Los_Angeles,140L/s
2021-03-08T12:43:15-08:00 Los_Angeles,135L/s
2021-03-08T12:44:15-08:00 Los_Angeles,140L/s
2021-03-08T12:45:37-08:00 Los_Angeles,135L/s
2021-03-08T12:46:37-08:00 Los_Angeles,140L/s
2021-03-08T12:48:08-08:00 Los_Angeles,145L/s
2021-03-08T12:49:08-08:00 Los_Angeles,140L/s
2021-03-08T12:50:00-08:00 Los_Angeles,145L/s
2021-03-08T12:51:00-08:00 Los_Angeles,140L/s
2021-03-08T12:52:00-08:00 Los_Angeles,145L/s
2021-03-08T12:53:00-08:00 Los_Angeles,135L/s
2021-03-08T12:54:02-08:00 Los_Angeles,130L/s
2021-03-08T12:55:02-08:00 Los_Angeles,140L/s
2021-03-08T12:56:02-08:00 Los_Angeles,130L/s
2021-03-08T12:57:02-08:00 Los_Angeles,135L/s
2021-03-08T12:58:24-08:00 Los_Angeles,130L/s
2021-03-08T12:59:24-08:00 Los_Angeles,140L/s
2021-03-08T13:00:00-08:00 Los_Angeles,140L/s
2021-03-08T13:01:15-08:00 Los_Angeles,145L/s
2021-03-08T13:02:15-08:00 Los_Angeles,135L/s
2021-03-08T13:03:16-08:00 Los_Angeles,130L/s
2021-03-08T13:04:17-08:00 Los_Angeles,125L/s
2021-03-08T13:05:17-08:00 Los_Angeles,130L/s
2021-03-08T13:06:17-08:00 Los_Angeles,120L/s
2021-03-08T13:07:18-08:00 Los_Angeles,125L/s
2021-03-08T13:08:18-08:00 Los_Angeles,120L/s
2021-03-08T13:09:19-08:00 Los_Angeles,125L/s
2021-03-08T13:10:00-08:00 Los_Angeles,120L/s
2021-03-08T13:11:00-08:00 Los_Angeles,125L/s
2021-03-08T13:12:00-08:00 Los_Angeles,120L/s
2021-03-08T13:13:00-08:00 Los_Angeles,125L/s
2021-03-08T13:14:00-08:00 Los_Angeles,130L/s
2021-03-08T13:15:01-08:00 Los_Angeles,125L/s
2021-03-08T13:16:01-08:00 Los_Angeles,130L/s
2021-03-08T13:17:12-08:00 Los_Angeles,125L/s
2021-03-08T13:18:13-08:00 Los_Angeles,120L/s
2021-03-08T13:19:33-08:00 Los_Angeles,115L/s
2021-03-08T13:20:00-08:00 Los_Angeles,115L/s
2021-03-08T13:21:04-08:00 Los_Angeles,120L/s
2021-03-08T13:22:04-08:00 Los_Angeles,125L/s
2021-03-08T13:23:04-08:00 Los_Angeles,120L/s
2021-03-08T13:24:25-08:00 Los_Angeles,125L/s
2021-03-08T13:25:26-08:00 Los_Angeles,120L/s
2021-03-08T13:26:27-08:00 Los_Angeles,125L/s
2021-03-08T13:27:27-08:00 Los_Angeles,115L/s
2021-03-08T13:28:27-08:00 Los_Angeles,125L/s
2021-03-08T13:29:27-08:00 Los_Angeles,120L/s
2021-03-08T13:30:00-08:00 Los_Angeles,125L/s
2021-03-08T13:31:39-08:00 Los_Angeles,120L/s
2021-03-08T13:32:39-08:00 Los_Angeles,125L/s
2021-03-08T13:33:39-08:00 Los_Angeles,130L/s
2021-03-08T13:35:21-08:00 Los_Angeles,125L/s
2021-03-08T13:36:21-08:00 Los_Angeles,130L/s
2021-03-08T13:37:22-08:00 Los_Angeles,125L/s
2021-03-08T13:38:22-08:00 Los_Angeles,130L/s
2021-03-08T13:39:23-08:00 Los_Angeles,125L/s
2021-03-08T13:40:00-08:00 Los_Angeles,135L/s
2021-03-08T13:41:14-08:00 Los_Angeles,140L/s
2021-03-08T13:42:14-08:00 Los_Angeles,135L/s
2021-03-08T13:43:14-08:00 Los_Angeles,140L/s
2021-03-08T13:44:14-08:00 Los_Angeles,125L/s
2021-03-08T13:45:15-08:00 Los_Angeles,130L/s
2021-03-08T13:46:17-08:00 Los_Angeles,125L/s
2021-03-08T13:47:47-08:00 Los_Angeles,120L/s
2021-03-08T13:48:47-08:00 Los_Angeles,125L/s
2021-03-08T13:50:00-08:00 Los_Angeles,125L/s
2021-03-08T13:51:59-08:00 Los_Angeles,130L/s
2021-03-08T13:52:59-08:00 Los_Angeles,125L/s
2021-03-08T13:53:59-08:00 Los_Angeles,130L/s
2021-03-08T13:54:59-08:00 Los_Angeles,125L/s
2021-03-08T13:56:21-08:00 Los_Angeles,130L/s
2021-03-08T13:57:22-08:00 Los_Angeles,125L/s
2021-03-08T13:58:22-08:00 Los_Angeles,130L/s
2021-03-08T13:59:22-08:00 Los_Angeles,125L/s
2021-03-08T14:00:00-08:00 Los_Angeles,125L/s
2021-03-08T14:01:14-08:00 Los_Angeles,130L/s
2021-03-08T14:02:14-08:00 Los_Angeles,125L/s
2021-03-08T14:03:14-08:00 Los_Angeles,130L/s
2021-03-08T14:04:14-08:00 Los_Angeles,125L/s
2021-03-08T14:05:14-08:00 Los_Angeles,130L/s
2021-03-08T14:06:15-08:00 Los_Angeles,135L/s
2021-03-08T14:07:16-08:00 Los_Angeles,130L/s
2021-03-08T14:08:37-08:00 Los_Angeles,135L/s
2021-03-08T14:09:58-08:00 Los_Angeles,130L/s
2021-03-08T14:10:00-08:00 Los_Angeles,130L/s
2021-03-08T14:11:19-08:00 Los_Angeles,125L/s
2021-03-08T14:12:19-08:00 Los_Angeles,130L/s
2021-03-08T14:13:19-08:00 Los_Angeles,125L/s
2021-03-08T14:14:20-08:00 Los_Angeles,130L/s
2021-03-08T14:15:21-08:00 Los_Angeles,125L/s
2021-03-08T14:16:32-08:00 Los_Angeles,130L/s
2021-03-08T14:17:32-08:00 Los_Angeles,120L/s
2021-03-08T14:18:32-08:00 Los_Angeles,125L/s
2021-03-08T14:19:53-08:00 Los_Angeles,130L/s
2021-03-08T14:20:00-08:00 Los_Angeles,130L/s
2021-03-08T14:21:00-08:00 Los_Angeles,125L/s
2021-03-08T14:22:24-08:00 Los_Angeles,120L/s
2021-03-08T14:23:24-08:00 Los_Angeles,125L/s
2021-03-08T14:25:05-08:00 Los_Angeles,120L/s
2021-03-08T14:26:05-08:00 Los_Angeles,125L/s
2021-03-08T14:27:06-08:00 Los_Angeles,120L/s
2021-03-08T14:28:06-08:00 Los_Angeles,125L/s
2021-03-08T14:29:07-08:00 Los_Angeles,120L/s
2021-03-08T14:30:00-08:00 Los_Angeles,120L/s
2021-03-08T14:31:00-08:00 Los_Angeles,115L/s
2021-03-08T14:32:00-08:00 Los_Angeles,125L/s
2021-03-08T14:33:19-08:00 Los_Angeles,120L/s
2021-03-08T14:34:19-08:00 Los_Angeles,115L/s
2021-03-08T14:35:19-08:00 Los_Angeles,125L/s
2021-03-08T14:36:19-08:00 Los_Angeles,120L/s
2021-03-08T14:37:19-08:00 Los_Angeles,115L/s
2021-03-08T14:38:22-08:00 Los_Angeles,120L/s
2021-03-08T14:39:22-08:00 Los_Angeles,115L/s
2021-03-08T14:40:00-08:00 Los_Angeles,120L/s
2021-03-08T14:41:14-08:00 Los_Angeles,115L/s
2021-03-08T14:42:14-08:00 Los_Angeles,120L/s
2021-03-08T14:43:14-08:00 Los_Angeles,110L/s
2021-03-08T14:44:14-08:00 Los_Angeles,115L/s
2021-03-08T14:45:35-08:00 Los_Angeles,110L/s
2021-03-08T14:46:35-08:00 Los_Angeles,115L/s
2021-03-08T14:47:35-08:00 Los_Angeles,110L/s
